ID,Prob1
38246, 0.00
38247, 0.51
38248, 0.12
38249, 0.50
38250, 0.36
38251, 0.76
38252, 0.38
38253, 0.15
38254, 0.14
38255, 0.25
38256, 0.07
38257, 0.03
38258, 0.41
38259, 0.25
38260, 0.99
38261, 0.93
38262, 0.39
38263, 0.17
38264, 0.22
38265, 0.53
38266, 0.29
38267, 0.19
38268, 0.23
38269, 0.98
38270, 0.13
38271, 0.92
38272, 0.14
38273, 0.94
38274, 0.17
38275, 0.37
38276, 0.16
38277, 0.59
38278, 0.22
38279, 0.05
38280, 0.30
38281, 0.41
38282, 0.71
38283, 0.36
38284, 0.68
38285, 0.48
38286, 0.41
38287, 0.28
38288, 0.22
38289, 0.51
38290, 0.04
38291, 0.15
38292, 0.26
38293, 0.71
38294, 0.13
38295, 0.74
38296, 0.08
38297, 0.02
38298, 0.45
38299, 0.01
38300, 0.29
38301, 0.29
38302, 0.40
38303, 0.54
38304, 0.46
38305, 0.30
38306, 0.65
38307, 0.23
38308, 0.54
38309, 0.47
38310, 0.28
38311, 0.04
38312, 0.73
38313, 0.17
38314, 0.05
38315, 0.01
38316, 0.53
38317, 0.03
38318, 0.61
38319, 0.39
38320, 0.26
38321, 0.23
38322, 0.30
38323, 0.11
38324, 0.01
38325, 0.26
38326, 0.66
38327, 0.45
38328, 0.56
38329, 0.30
38330, 0.37
38331, 0.53
38332, 0.17
38333, 0.54
38334, 0.09
38335, 0.66
38336, 0.14
38337, 0.06
38338, 0.13
38339, 0.93
38340, 0.01
38341, 0.86
38342, 0.32
38343, 0.17
38344, 0.08
38345, 0.06
38346, 0.04
38347, 0.85
38348, 0.12
38349, 0.10
38350, 0.13
38351, 0.29
38352, 0.88
38353, 0.27
38354, 0.91
38355, 0.04
38356, 0.02
38357, 0.22
38358, 0.44
38359, 0.46
38360, 0.68
38361, 0.83
38362, 0.07
38363, 0.30
38364, 0.17
38365, 0.01
38366, 0.10
38367, 0.81
38368, 0.72
38369, 0.67
38370, 0.36
38371, 0.00
38372, 0.86
38373, 0.06
38374, 0.01
38375, 0.03
38376, 0.92
38377, 0.00
38378, 0.19
38379, 0.04
38380, 0.67
38381, 0.11
38382, 0.07
38383, 0.74
38384, 0.05
38385, 0.44
38386, 0.29
38387, 0.20
38388, 0.14
38389, 0.08
38390, 0.35
38391, 0.04
38392, 0.95
38393, 0.09
38394, 0.58
38395, 0.39
38396, 0.35
38397, 0.12
38398, 0.41
38399, 0.90
38400, 0.60
38401, 0.45
38402, 0.62
38403, 0.48
38404, 0.20
38405, 0.79
38406, 0.41
38407, 0.66
38408, 0.83
38409, 0.06
38410, 0.01
38411, 0.11
38412, 0.47
38413, 0.01
38414, 0.56
38415, 0.04
38416, 0.35
38417, 0.10
38418, 0.00
38419, 0.07
38420, 0.26
38421, 0.26
38422, 0.67
38423, 0.42
38424, 0.14
38425, 0.02
38426, 0.88
38427, 0.08
38428, 0.26
38429, 0.14
38430, 0.25
38431, 0.08
38432, 0.21
38433, 0.61
38434, 0.79
38435, 0.07
38436, 0.11
38437, 0.01
38438, 0.23
38439, 0.07
38440, 0.69
38441, 0.42
38442, 0.03
38443, 0.03
38444, 0.46
38445, 0.06
38446, 0.83
38447, 0.70
38448, 0.00
38449, 0.00
38450, 0.01
38451, 0.39
38452, 0.60
38453, 0.00
38454, 0.02
38455, 0.01
38456, 0.00
38457, 0.57
38458, 0.68
38459, 0.08
38460, 0.65
38461, 0.54
38462, 0.32
38463, 0.07
38464, 0.38
38465, 0.28
38466, 0.05
38467, 0.18
38468, 0.33
38469, 0.07
38470, 0.43
38471, 0.06
38472, 0.01
38473, 0.89
38474, 0.41
38475, 0.04
38476, 0.42
38477, 0.07
38478, 0.72
38479, 0.83
38480, 0.31
38481, 0.22
38482, 0.47
38483, 0.25
38484, 0.83
38485, 0.16
38486, 0.43
38487, 0.80
38488, 0.95
38489, 0.51
38490, 0.00
38491, 0.23
38492, 0.70
38493, 0.33
38494, 0.15
38495, 0.04
38496, 0.36
38497, 0.10
38498, 0.94
38499, 0.93
38500, 0.95
38501, 0.03
38502, 0.01
38503, 0.05
38504, 0.92
38505, 0.17
38506, 0.81
38507, 0.65
38508, 0.44
38509, 0.90
38510, 0.52
38511, 0.60
38512, 0.32
38513, 0.24
38514, 0.97
38515, 0.01
38516, 0.30
38517, 0.19
38518, 0.13
38519, 0.82
38520, 0.01
38521, 0.25
38522, 0.21
38523, 0.88
38524, 0.02
38525, 0.81
38526, 0.35
38527, 0.74
38528, 0.74
38529, 0.47
38530, 0.95
38531, 0.02
38532, 0.59
38533, 0.92
38534, 0.35
38535, 0.01
38536, 0.98
38537, 0.97
38538, 0.16
38539, 0.87
38540, 0.00
38541, 0.02
38542, 0.95
38543, 0.12
38544, 0.04
38545, 0.01
38546, 0.08
38547, 0.35
38548, 0.10
38549, 0.01
38550, 0.16
38551, 0.03
38552, 0.04
38553, 0.03
38554, 0.72
38555, 0.54
38556, 0.02
38557, 0.59
38558, 0.02
38559, 0.22
38560, 0.38
38561, 0.23
38562, 0.23
38563, 0.06
38564, 0.01
38565, 0.53
38566, 0.79
38567, 0.30
38568, 0.00
38569, 0.04
38570, 0.07
38571, 0.36
38572, 0.86
38573, 0.24
38574, 0.48
38575, 0.20
38576, 0.01
38577, 0.02
38578, 0.87
38579, 0.15
38580, 0.01
38581, 0.08
38582, 1.00
38583, 0.05
38584, 0.69
38585, 0.72
38586, 0.01
38587, 0.19
38588, 0.02
38589, 0.04
38590, 0.16
38591, 0.29
38592, 0.07
38593, 0.31
38594, 0.45
38595, 0.26
38596, 0.28
38597, 0.10
38598, 0.01
38599, 0.12
38600, 0.26
38601, 0.25
38602, 0.02
38603, 0.41
38604, 0.57
38605, 0.64
38606, 1.00
38607, 0.18
38608, 0.49
38609, 0.02
38610, 0.00
38611, 0.13
38612, 0.52
38613, 0.62
38614, 0.00
38615, 0.09
38616, 0.04
38617, 0.36
38618, 0.68
38619, 0.61
38620, 0.48
38621, 0.14
38622, 0.39
38623, 0.50
38624, 0.03
38625, 0.56
38626, 0.43
38627, 0.11
38628, 0.02
38629, 0.21
38630, 0.94
38631, 0.74
38632, 0.12
38633, 0.01
38634, 0.73
38635, 0.05
38636, 0.18
38637, 0.04
38638, 0.57
38639, 0.96
38640, 0.25
38641, 0.59
38642, 0.01
38643, 0.30
38644, 0.06
38645, 0.43
38646, 0.38
38647, 0.05
38648, 0.00
38649, 0.79
38650, 0.30
38651, 0.26
38652, 0.67
38653, 0.53
38654, 0.64
38655, 0.13
38656, 0.25
38657, 0.11
38658, 0.27
38659, 0.86
38660, 0.27
38661, 0.33
38662, 0.02
38663, 0.26
38664, 0.03
38665, 0.02
38666, 0.53
38667, 0.00
38668, 0.65
38669, 0.65
38670, 0.15
38671, 0.40
38672, 0.02
38673, 0.13
38674, 0.01
38675, 0.36
38676, 0.74
38677, 0.83
38678, 0.24
38679, 0.40
38680, 0.65
38681, 0.11
38682, 0.23
38683, 0.17
38684, 0.14
38685, 0.98
38686, 0.71
38687, 0.07
38688, 0.05
38689, 0.08
38690, 0.01
38691, 0.58
38692, 0.42
38693, 0.19
38694, 0.63
38695, 0.68
38696, 0.03
38697, 0.06
38698, 0.89
38699, 0.11
38700, 0.11
38701, 0.65
38702, 0.19
38703, 0.12
38704, 0.50
38705, 0.07
38706, 0.08
38707, 0.17
38708, 0.60
38709, 0.07
38710, 0.04
38711, 0.09
38712, 0.34
38713, 0.29
38714, 0.10
38715, 0.00
38716, 0.20
38717, 0.15
38718, 0.53
38719, 0.20
38720, 0.21
38721, 0.33
38722, 0.02
38723, 0.02
38724, 0.22
38725, 0.68
38726, 0.00
38727, 0.02
38728, 0.89
38729, 0.55
38730, 0.01
38731, 0.72
38732, 0.18
38733, 0.28
38734, 0.88
38735, 0.04
38736, 0.82
38737, 0.21
38738, 0.22
38739, 0.93
38740, 0.33
38741, 0.67
38742, 0.01
38743, 0.83
38744, 0.02
38745, 0.53
38746, 0.14
38747, 0.02
38748, 0.61
38749, 0.96
38750, 0.24
38751, 0.07
38752, 0.10
38753, 0.35
38754, 0.94
38755, 0.51
38756, 0.01
38757, 0.71
38758, 0.16
38759, 0.89
38760, 0.13
38761, 0.86
38762, 0.51
38763, 0.65
38764, 0.97
38765, 0.32
38766, 0.17
38767, 0.37
38768, 0.86
38769, 0.03
38770, 0.01
38771, 0.43
38772, 0.15
38773, 0.07
38774, 0.36
38775, 0.13
38776, 0.38
38777, 0.37
38778, 0.02
38779, 0.80
38780, 0.86
38781, 0.16
38782, 0.97
38783, 0.00
38784, 0.36
38785, 0.02
38786, 0.77
38787, 0.30
38788, 0.15
38789, 0.25
38790, 0.26
38791, 0.05
38792, 0.20
38793, 0.10
38794, 0.30
38795, 0.41
38796, 0.73
38797, 0.97
38798, 0.48
38799, 0.99
38800, 0.01
38801, 0.01
38802, 0.12
38803, 0.08
38804, 0.19
38805, 0.80
38806, 0.16
38807, 0.26
38808, 0.00
38809, 0.73
38810, 0.02
38811, 0.13
38812, 0.03
38813, 0.30
38814, 0.02
38815, 0.97
38816, 0.33
38817, 0.01
38818, 0.56
38819, 0.06
38820, 0.41
38821, 0.28
38822, 0.71
38823, 0.04
38824, 0.00
38825, 0.84
38826, 0.09
38827, 0.17
38828, 0.97
38829, 0.00
38830, 0.68
38831, 0.05
38832, 0.36
38833, 1.00
38834, 0.20
38835, 0.65
38836, 0.65
38837, 0.21
38838, 0.94
38839, 0.35
38840, 0.82
38841, 0.10
38842, 0.02
38843, 0.00
38844, 0.25
38845, 0.21
38846, 0.22
38847, 0.02
38848, 0.20
38849, 0.11
38850, 0.01
38851, 0.36
38852, 0.01
38853, 0.39
38854, 0.19
38855, 0.00
38856, 0.24
38857, 0.33
38858, 0.08
38859, 0.05
38860, 0.63
38861, 0.20
38862, 0.29
38863, 0.65
38864, 0.85
38865, 0.06
38866, 0.35
38867, 0.19
38868, 0.71
38869, 0.24
38870, 0.03
38871, 0.24
38872, 0.22
38873, 0.08
38874, 0.27
38875, 0.98
38876, 0.77
38877, 0.40
38878, 0.91
38879, 0.10
38880, 0.48
38881, 0.40
38882, 0.02
38883, 0.71
38884, 0.36
38885, 0.23
38886, 0.50
38887, 0.74
38888, 0.13
38889, 0.88
38890, 0.35
38891, 0.02
38892, 0.33
38893, 0.07
38894, 0.16
38895, 0.16
38896, 0.33
38897, 0.44
38898, 0.83
38899, 0.02
38900, 0.13
38901, 0.33
38902, 0.05
38903, 0.58
38904, 0.65
38905, 0.80
38906, 0.83
38907, 0.17
38908, 0.88
38909, 0.46
38910, 0.17
38911, 0.48
38912, 0.01
38913, 0.05
38914, 0.13
38915, 0.42
38916, 0.23
38917, 0.15
38918, 0.19
38919, 0.47
38920, 0.08
38921, 0.05
38922, 0.09
38923, 0.00
38924, 0.46
38925, 0.02
38926, 0.00
38927, 0.69
38928, 0.01
38929, 0.75
38930, 0.00
38931, 0.35
38932, 0.74
38933, 0.22
38934, 0.97
38935, 0.01
38936, 0.23
38937, 0.19
38938, 0.55
38939, 0.28
38940, 0.64
38941, 0.28
38942, 0.64
38943, 0.00
38944, 0.68
38945, 0.84
38946, 0.07
38947, 0.03
38948, 0.34
38949, 0.13
38950, 0.62
38951, 0.11
38952, 0.12
38953, 0.82
38954, 0.82
38955, 0.84
38956, 0.72
38957, 0.33
38958, 0.10
38959, 0.08
38960, 0.46
38961, 0.40
38962, 0.06
38963, 0.02
38964, 0.24
38965, 0.83
38966, 0.29
38967, 0.08
38968, 0.43
38969, 0.16
38970, 0.02
38971, 0.06
38972, 0.48
38973, 0.35
38974, 0.45
38975, 0.01
38976, 0.31
38977, 0.01
38978, 0.81
38979, 0.62
38980, 0.06
38981, 0.16
38982, 0.06
38983, 0.72
38984, 0.01
38985, 1.00
38986, 0.15
38987, 0.23
38988, 0.54
38989, 0.58
38990, 0.43
38991, 0.80
38992, 0.05
38993, 0.29
38994, 0.89
38995, 0.95
38996, 0.05
38997, 0.82
38998, 0.03
38999, 0.33
39000, 0.62
39001, 0.03
39002, 0.49
39003, 0.81
39004, 0.09
39005, 0.35
39006, 0.31
39007, 0.32
39008, 0.97
39009, 0.23
39010, 0.01
39011, 0.49
39012, 0.00
39013, 0.17
39014, 0.09
39015, 0.26
39016, 0.21
39017, 0.21
39018, 0.10
39019, 0.35
39020, 0.38
39021, 0.22
39022, 0.05
39023, 0.85
39024, 0.01
39025, 0.01
39026, 0.94
39027, 0.39
39028, 0.02
39029, 0.26
39030, 0.06
39031, 1.00
39032, 0.01
39033, 0.69
39034, 0.16
39035, 0.67
39036, 0.66
39037, 0.05
39038, 0.01
39039, 0.03
39040, 0.04
39041, 0.03
39042, 0.81
39043, 0.29
39044, 0.04
39045, 0.53
39046, 0.00
39047, 0.19
39048, 0.49
39049, 0.09
39050, 0.84
39051, 0.66
39052, 0.90
39053, 0.27
39054, 0.24
39055, 0.00
39056, 0.01
39057, 0.57
39058, 0.12
39059, 0.91
39060, 0.01
39061, 0.18
39062, 0.02
39063, 0.01
39064, 0.31
39065, 0.13
39066, 0.00
39067, 0.57
39068, 0.82
39069, 0.03
39070, 0.01
39071, 0.87
39072, 0.27
39073, 0.03
39074, 0.21
39075, 0.86
39076, 0.53
39077, 0.21
39078, 0.07
39079, 0.05
39080, 0.12
39081, 0.14
39082, 0.16
39083, 0.59
39084, 0.56
39085, 0.08
39086, 0.37
39087, 0.01
39088, 0.21
39089, 0.06
39090, 0.26
39091, 0.90
39092, 0.02
39093, 0.90
39094, 0.84
39095, 0.33
39096, 0.03
39097, 0.15
39098, 0.99
39099, 0.54
39100, 0.96
39101, 0.00
39102, 0.16
39103, 0.05
39104, 0.11
39105, 0.03
39106, 0.13
39107, 0.25
39108, 0.92
39109, 0.31
39110, 0.18
39111, 0.12
39112, 0.05
39113, 0.24
39114, 0.94
39115, 0.00
39116, 0.00
39117, 0.22
39118, 0.53
39119, 0.01
39120, 0.12
39121, 0.14
39122, 0.01
39123, 0.26
39124, 0.20
39125, 0.50
39126, 0.33
39127, 0.04
39128, 0.00
39129, 0.23
39130, 0.64
39131, 0.01
39132, 0.13
39133, 0.52
39134, 0.13
39135, 0.28
39136, 0.19
39137, 0.01
39138, 0.95
39139, 0.33
39140, 0.08
39141, 0.18
39142, 0.51
39143, 0.29
39144, 0.57
39145, 0.12
39146, 0.02
39147, 0.91
39148, 0.18
39149, 0.14
39150, 0.47
39151, 0.19
39152, 0.31
39153, 0.54
39154, 0.43
39155, 0.18
39156, 0.14
39157, 0.15
39158, 0.65
39159, 0.61
39160, 0.04
39161, 0.45
39162, 0.02
39163, 0.05
39164, 0.55
39165, 0.20
39166, 0.29
39167, 0.09
39168, 0.65
39169, 0.02
39170, 0.51
39171, 0.19
39172, 0.75
39173, 0.01
39174, 0.04
39175, 0.25
39176, 0.45
39177, 0.81
39178, 0.00
39179, 1.00
39180, 0.15
39181, 0.36
39182, 0.52
39183, 0.87
39184, 0.11
39185, 0.08
39186, 0.67
39187, 0.00
39188, 0.88
39189, 0.21
39190, 0.84
39191, 0.06
39192, 0.84
39193, 0.54
39194, 0.91
39195, 0.33
39196, 0.78
39197, 0.81
39198, 0.62
39199, 0.16
39200, 0.65
39201, 0.97
39202, 0.78
39203, 0.42
39204, 0.22
39205, 0.03
39206, 0.44
39207, 0.64
39208, 1.00
39209, 0.01
39210, 0.76
39211, 0.87
39212, 0.01
39213, 0.52
39214, 0.62
39215, 0.59
39216, 0.20
39217, 0.04
39218, 0.01
39219, 0.73
39220, 0.71
39221, 0.96
39222, 0.80
39223, 0.15
39224, 0.68
39225, 0.61
39226, 0.36
39227, 0.04
39228, 0.06
39229, 0.02
39230, 0.94
39231, 0.49
39232, 1.00
39233, 0.07
39234, 0.90
39235, 0.03
39236, 0.05
39237, 0.32
39238, 0.03
39239, 0.06
39240, 0.22
39241, 0.10
39242, 0.73
39243, 0.34
39244, 0.04
39245, 0.01
39246, 0.72
39247, 0.35
39248, 0.27
39249, 0.75
39250, 0.35
39251, 0.62
39252, 0.15
39253, 0.36
39254, 0.00
39255, 0.53
39256, 0.16
39257, 0.43
39258, 0.71
39259, 0.25
39260, 0.58
39261, 0.71
39262, 0.67
39263, 0.87
39264, 0.97
39265, 0.21
39266, 0.20
39267, 0.05
39268, 0.31
39269, 0.52
39270, 0.11
39271, 0.04
39272, 0.89
39273, 0.04
39274, 0.51
39275, 0.44
39276, 0.54
39277, 0.81
39278, 0.26
39279, 0.67
39280, 0.39
39281, 0.30
39282, 0.47
39283, 0.02
39284, 0.33
39285, 0.01
39286, 0.18
39287, 0.73
39288, 0.98
39289, 0.24
39290, 0.08
39291, 0.06
39292, 0.22
39293, 0.03
39294, 0.26
39295, 0.00
39296, 0.48
39297, 0.38
39298, 0.77
39299, 0.25
39300, 0.04
39301, 0.88
39302, 0.16
39303, 0.21
39304, 0.12
39305, 0.04
39306, 0.39
39307, 0.25
39308, 0.64
39309, 0.09
39310, 0.27
39311, 0.34
39312, 0.02
39313, 0.99
39314, 0.04
39315, 0.16
39316, 0.16
39317, 0.27
39318, 0.83
39319, 0.13
39320, 0.05
39321, 0.11
39322, 0.70
39323, 0.01
39324, 0.87
39325, 0.67
39326, 0.09
39327, 0.01
39328, 0.08
39329, 0.14
39330, 0.18
39331, 0.36
39332, 0.02
39333, 0.06
39334, 0.70
39335, 0.54
39336, 0.81
39337, 0.84
39338, 0.23
39339, 0.21
39340, 0.00
39341, 0.97
39342, 0.84
39343, 0.83
39344, 0.07
39345, 0.60
39346, 0.19
39347, 0.13
39348, 0.32
39349, 0.79
39350, 0.19
39351, 0.88
39352, 0.15
39353, 0.89
39354, 0.07
39355, 0.34
39356, 0.31
39357, 0.00
39358, 0.98
39359, 0.63
39360, 0.59
39361, 0.18
39362, 0.93
39363, 0.32
39364, 0.00
39365, 0.40
39366, 0.81
39367, 0.30
39368, 0.01
39369, 0.14
39370, 0.26
39371, 0.22
39372, 0.05
39373, 0.75
39374, 0.20
39375, 0.04
39376, 1.00
39377, 0.86
39378, 0.30
39379, 0.94
39380, 0.00
39381, 0.19
39382, 0.00
39383, 0.03
39384, 0.00
39385, 0.10
39386, 0.73
39387, 0.24
39388, 0.01
39389, 0.94
39390, 0.84
39391, 0.04
39392, 0.03
39393, 0.22
39394, 0.09
39395, 0.34
39396, 0.88
39397, 0.82
39398, 0.14
39399, 0.49
39400, 0.06
39401, 0.90
39402, 0.00
39403, 0.52
39404, 0.34
39405, 0.23
39406, 0.01
39407, 0.85
39408, 0.53
39409, 0.02
39410, 0.37
39411, 0.59
39412, 0.21
39413, 0.64
39414, 0.08
39415, 0.45
39416, 0.66
39417, 0.22
39418, 0.03
39419, 0.31
39420, 0.00
39421, 0.03
39422, 0.32
39423, 0.02
39424, 0.72
39425, 0.26
39426, 0.30
39427, 0.57
39428, 0.58
39429, 0.48
39430, 0.04
39431, 0.04
39432, 0.05
39433, 0.12
39434, 0.18
39435, 0.48
39436, 0.01
39437, 0.16
39438, 0.00
39439, 0.69
39440, 0.91
39441, 0.08
39442, 0.06
39443, 0.46
39444, 0.33
39445, 0.31
39446, 0.90
39447, 0.70
39448, 0.97
39449, 0.71
39450, 0.68
39451, 0.23
39452, 0.00
39453, 0.23
39454, 0.37
39455, 0.60
39456, 0.19
39457, 0.27
39458, 0.33
39459, 0.65
39460, 0.10
39461, 0.06
39462, 0.44
39463, 0.88
39464, 0.10
39465, 0.76
39466, 0.52
39467, 0.01
39468, 0.01
39469, 0.84
39470, 0.14
39471, 0.06
39472, 0.28
39473, 0.01
39474, 0.03
39475, 0.13
39476, 0.42
39477, 0.50
39478, 0.10
39479, 0.55
39480, 0.65
39481, 0.51
39482, 0.20
39483, 0.03
39484, 0.10
39485, 0.48
39486, 0.30
39487, 0.76
39488, 0.02
39489, 0.03
39490, 0.12
39491, 0.79
39492, 0.03
39493, 0.19
39494, 0.14
39495, 0.59
39496, 0.57
39497, 0.75
39498, 0.86
39499, 0.80
39500, 0.02
39501, 0.04
39502, 0.29
39503, 0.66
39504, 0.23
39505, 0.41
39506, 0.32
39507, 0.16
39508, 0.71
39509, 0.01
39510, 0.61
39511, 0.02
39512, 0.95
39513, 0.41
39514, 0.42
39515, 0.05
39516, 0.67
39517, 0.09
39518, 0.17
39519, 0.78
39520, 0.31
39521, 0.12
39522, 0.05
39523, 0.01
39524, 0.52
39525, 0.06
39526, 0.27
39527, 0.37
39528, 0.33
39529, 0.31
39530, 0.50
39531, 0.54
39532, 1.00
39533, 0.04
39534, 0.82
39535, 0.58
39536, 0.99
39537, 0.35
39538, 0.29
39539, 0.08
39540, 0.28
39541, 0.17
39542, 0.14
39543, 0.78
39544, 0.03
39545, 0.74
39546, 0.01
39547, 0.25
39548, 0.51
39549, 0.28
39550, 0.87
39551, 0.06
39552, 0.33
39553, 0.61
39554, 0.00
39555, 0.12
39556, 0.57
39557, 0.05
39558, 0.95
39559, 0.17
39560, 0.14
39561, 0.38
39562, 0.32
39563, 0.96
39564, 0.45
39565, 0.83
39566, 0.05
39567, 0.05
39568, 0.16
39569, 0.07
39570, 0.06
39571, 0.17
39572, 0.12
39573, 0.42
39574, 0.17
39575, 0.22
39576, 0.25
39577, 0.62
39578, 0.19
39579, 0.31
39580, 0.01
39581, 0.16
39582, 0.00
39583, 0.49
39584, 0.14
39585, 0.88
39586, 0.58
39587, 0.69
39588, 0.75
39589, 0.02
39590, 0.76
39591, 0.01
39592, 0.15
39593, 0.32
39594, 0.25
39595, 0.01
39596, 0.11
39597, 0.42
39598, 0.24
39599, 0.94
39600, 0.00
39601, 0.95
39602, 0.33
39603, 0.08
39604, 0.00
39605, 0.01
39606, 0.15
39607, 0.00
39608, 0.88
39609, 0.11
39610, 0.20
39611, 0.32
39612, 0.37
39613, 0.09
39614, 0.27
39615, 0.25
39616, 0.09
39617, 0.09
39618, 0.01
39619, 0.22
39620, 0.09
39621, 0.05
39622, 0.05
39623, 0.30
39624, 0.29
39625, 0.41
39626, 0.05
39627, 0.17
39628, 0.05
39629, 0.07
39630, 0.05
39631, 0.42
39632, 0.11
39633, 0.21
39634, 0.57
39635, 0.44
39636, 0.36
39637, 0.06
39638, 0.55
39639, 0.03
39640, 0.68
39641, 0.53
39642, 0.48
39643, 0.10
39644, 0.00
39645, 0.34
39646, 0.03
39647, 0.10
39648, 0.03
39649, 0.01
39650, 0.03
39651, 0.32
39652, 0.31
39653, 0.02
39654, 0.01
39655, 0.40
39656, 0.06
39657, 0.47
39658, 0.61
39659, 0.42
39660, 0.19
39661, 0.37
39662, 0.56
39663, 0.14
39664, 0.05
39665, 0.31
39666, 0.00
39667, 0.10
39668, 0.22
39669, 0.51
39670, 0.45
39671, 0.00
39672, 0.25
39673, 0.20
39674, 0.01
39675, 0.53
39676, 0.56
39677, 0.07
39678, 0.55
39679, 0.89
39680, 0.32
39681, 0.86
39682, 0.67
39683, 0.04
39684, 0.28
39685, 0.73
39686, 0.98
39687, 0.78
39688, 0.59
39689, 0.82
39690, 0.62
39691, 0.01
39692, 0.22
39693, 0.39
39694, 0.29
39695, 0.51
39696, 0.73
39697, 0.75
39698, 0.77
39699, 0.01
39700, 0.06
39701, 0.03
39702, 0.49
39703, 0.74
39704, 0.25
39705, 0.02
39706, 0.59
39707, 0.02
39708, 0.00
39709, 0.46
39710, 0.50
39711, 0.09
39712, 0.01
39713, 0.03
39714, 0.04
39715, 0.10
39716, 0.45
39717, 0.94
39718, 0.21
39719, 0.10
39720, 0.22
39721, 0.89
39722, 0.03
39723, 0.17
39724, 0.06
39725, 0.11
39726, 0.01
39727, 0.51
39728, 0.98
39729, 0.23
39730, 0.08
39731, 0.53
39732, 0.18
39733, 0.27
39734, 0.56
39735, 0.62
39736, 0.16
39737, 0.82
39738, 0.01
39739, 0.02
39740, 0.18
39741, 0.10
39742, 0.38
39743, 0.34
39744, 0.43
39745, 0.05
39746, 0.03
39747, 0.15
39748, 0.68
39749, 0.24
39750, 0.25
39751, 0.42
39752, 0.09
39753, 0.75
39754, 0.02
39755, 0.60
39756, 0.02
39757, 0.04
39758, 0.09
39759, 0.35
39760, 0.32
39761, 0.11
39762, 0.42
39763, 0.98
39764, 0.17
39765, 0.04
39766, 0.51
39767, 0.20
39768, 0.00
39769, 0.92
39770, 0.25
39771, 0.32
39772, 0.19
39773, 0.83
39774, 0.23
39775, 0.84
39776, 0.85
39777, 0.00
39778, 0.13
39779, 0.16
39780, 0.05
39781, 0.19
39782, 0.02
39783, 0.66
39784, 0.05
39785, 0.89
39786, 0.03
39787, 0.60
39788, 0.68
39789, 0.77
39790, 0.93
39791, 0.39
39792, 0.18
39793, 0.04
39794, 0.06
39795, 0.14
39796, 0.67
39797, 0.43
39798, 0.01
39799, 0.01
39800, 0.98
39801, 0.40
39802, 0.08
39803, 0.74
39804, 0.31
39805, 0.18
39806, 0.00
39807, 0.09
39808, 0.95
39809, 0.12
39810, 0.00
39811, 0.07
39812, 0.49
39813, 0.68
39814, 0.78
39815, 0.60
39816, 0.69
39817, 0.05
39818, 0.95
39819, 0.95
39820, 0.03
39821, 0.89
39822, 0.59
39823, 0.69
39824, 0.03
39825, 0.44
39826, 0.37
39827, 0.38
39828, 0.00
39829, 0.00
39830, 0.01
39831, 0.24
39832, 0.04
39833, 0.84
39834, 0.07
39835, 0.36
39836, 0.20
39837, 0.74
39838, 0.95
39839, 0.11
39840, 0.88
39841, 0.26
39842, 0.06
39843, 0.14
39844, 0.08
39845, 0.11
39846, 0.14
39847, 0.15
39848, 0.99
39849, 0.72
39850, 0.01
39851, 0.05
39852, 0.68
39853, 0.99
39854, 0.01
39855, 0.10
39856, 0.23
39857, 0.04
39858, 0.10
39859, 0.90
39860, 0.14
39861, 0.29
39862, 0.35
39863, 0.13
39864, 0.09
39865, 0.74
39866, 0.30
39867, 0.07
39868, 0.01
39869, 0.07
39870, 0.84
39871, 0.20
39872, 0.86
39873, 0.64
39874, 0.16
39875, 0.91
39876, 0.21
39877, 0.40
39878, 0.11
39879, 0.30
39880, 0.86
39881, 0.63
39882, 0.33
39883, 0.36
39884, 0.73
39885, 0.06
39886, 0.46
39887, 0.66
39888, 0.28
39889, 0.88
39890, 0.67
39891, 0.17
39892, 0.11
39893, 0.65
39894, 0.19
39895, 0.26
39896, 0.24
39897, 0.78
39898, 0.48
39899, 0.29
39900, 0.20
39901, 0.01
39902, 0.07
39903, 0.08
39904, 0.87
39905, 0.00
39906, 0.19
39907, 0.06
39908, 0.30
39909, 0.22
39910, 0.46
39911, 0.01
39912, 0.03
39913, 0.01
39914, 0.95
39915, 0.73
39916, 0.77
39917, 0.00
39918, 0.10
39919, 0.19
39920, 0.66
39921, 0.62
39922, 0.02
39923, 0.17
39924, 0.28
39925, 0.18
39926, 0.15
39927, 0.29
39928, 0.01
39929, 0.11
39930, 0.05
39931, 0.12
39932, 0.21
39933, 0.06
39934, 0.45
39935, 0.80
39936, 0.12
39937, 0.13
39938, 0.11
39939, 0.11
39940, 0.70
39941, 0.04
39942, 0.58
39943, 0.34
39944, 0.00
39945, 0.36
39946, 0.15
39947, 0.18
39948, 0.31
39949, 0.53
39950, 0.35
39951, 0.11
39952, 0.01
39953, 0.59
39954, 0.00
39955, 0.84
39956, 0.90
39957, 0.29
39958, 0.67
39959, 0.81
39960, 0.34
39961, 0.00
39962, 0.27
39963, 0.30
39964, 0.03
39965, 0.84
39966, 0.38
39967, 0.08
39968, 0.08
39969, 0.46
39970, 0.07
39971, 0.64
39972, 0.86
39973, 0.97
39974, 0.26
39975, 0.03
39976, 0.18
39977, 0.08
39978, 0.24
39979, 0.49
39980, 0.06
39981, 0.06
39982, 0.47
39983, 0.05
39984, 0.15
39985, 0.09
39986, 0.48
39987, 0.14
39988, 0.00
39989, 0.90
39990, 0.57
39991, 0.46
39992, 0.82
39993, 0.00
39994, 0.00
